,Order,Family,Species,Common name,Habitat,Feeding strategy,Trophic level,IUCN,Fisheries interest,G/GI,"Method 1,2,3",N,N of fish ingested,FO (%) ,PL (N/fish),Plastic type,Polymers,"Plastic size (mm)         < 1, 1-5, > 5",Life stage,Length (cm),Location,Region,Reference,Purpose of the study,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,,,Achirus declivis,Plainfin sole,"N, B",BP,3.3,LC,n/a,GI,2,7,,yes,,,,,,4-11,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,,Achirus lineatus,Lined sole,"N, B",BP,3.5,LC,N,GI,2,10,,yes,,,,,,4-6,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,,Trinectes paulistanus,Slipper sole,"N, B",BP,3.3,LC,n/a,GI,2,3,,no,,,,,,3,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,Citharidae,Citharus linguatula,Spotted flounder,"N, B",BP,4,LC,Y,GI ,2,52,1,1.92,1,fibres,,,,13,Mediterranean - Adriatic & Ionian Sea,MED,"Anastasopoulou et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,,Cynoglossidae,Cynoglossus abbreviatus,3-lined tongue sole,"N, D",BP,3.5,NE,Y,GI,3,18,18,100.00,9.8,"fibres, fragments",,,,,Pacific North - W - China Sea,PAC N,"Jabeen et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,GI,3,11,,yes,,fibre,,,,24.6,Indian Ocean - Persian Gulf,IND,"Abbasi et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,,Symphurus tessellatus,n/a,"N, B",BP,3.6,LC,n/a,GI,2,26,,yes,,,,,,9-12,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,Paralichthyidae,Citharichthys macrops,Spotted whiff,"N, B",BP,3.5,LC,n/a,GI,2,7,,no,,,,,,7-12,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,,Citharichthys sordidus,Pacific sanddab,"N-O, B",BP,3.5,NE,y,GI,3,5,3,60.00,1,"fibres, film",,> 5,,,Pacific North  - East,PAC N,"Rochman et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,,Citharichthys spilopterus,Bay whiff,"N, B",BP,3.6,LC,Y,GI,2,12,,no,,,,,,5,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,,Etropus crossotus,Fringed flounder,"N, B",BP,3.5,LC,Y,GI,2,1,,no,,,,,,19,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,,Paralichthys brasiliensis,Brazilian flounder,"N, B",BP,4.2,NE,y,G ,2,1,0,0.00,,,,,,,Atlantic South - Brazil,ATL S,"Miranda & de Carvalho-Souza, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,,Paralichthys lethostigma,Southern flounder,"N, B",BP,3.5,NT,Y,GI,2,8,,yes,,,,,,,Atlantic North - Gulf of Mexico,ATL N,"Phillips and Bonner, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,Pleuronectidae,Hippoglossus hippoglossus,Atlantic halibut,"O, B",BP,4,EN,Y,GI,2,14,0,0.00,,,,,,,Atlantic North - UK,ATL N,"Murphy et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,,Limanda limanda,Common dab,"N, B",BP,3.4,LC,Y,GI ,2,89,4,4.49,,fragments,"PE, PA, PP",,,22,Atlantic North - N Europe,ATL N,"Rummel et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,GI,3,100,0,0.00,,,,,,,Atlantic North - North Sea,ATL N,"Hermsen et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,,,GI,2,19,9,47.37,1.44,,,,,,Atlantic North - UK,ATL N,"Murphy et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,,Pleuronectes platessa,European plaice,"N, B",BP,3.2,LC,Y,GI,2,62,28,45.16,1.96,fibres,"PA, PET, acr",< 1,,,Atlantic North - UK,ATL N,"Murphy et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,,,Pseudopleuronectes americanus  ,Winter flounder,"N, B",BP,3.6,NE,Y,n/a,,95,2,2.11,,plastic pellets,PS,,larva,0.46,Atlantic North - New England ,ATL N,"Carpenter et al., 1972",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,,,Platichthys flesus,European flounder,"N, B",BP,3.3,LC,Y,GI,2,66,56,84.85,,fibres,,,A,,Atlantic North - UK,ATL N,"McGoran et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,,,,,,,,,,GI,2,36,2,5.56,,fragments,"PE, PA, PP",,,29,Atlantic North - N Europe,ATL N,"Rummel et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,GI, ,1090,133,12.20,,plastic pellets,PS,1-5,,,Atlantic North - UK,ATL N,"Kartar et al., 1976",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,GI,3,40,5,12.50,1.4,fibres,"PES, PP",1-5,,12,Atlantic North - Portugal,ATL N,"Bessa et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,GI,2,47,24,51.06,2,fibres,"PA, PET, acr",< 1,,,Atlantic North - UK,ATL N,"Murphy et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,Scophthalmidae,Lepidorhombus boscii,Four-spot megrim,"N-O, B",BP,3.7,NE,Y,G,2,2,1,50.00,,,,1-5,A,23-24,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,,,,,,,,,G,1,25914,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,Lepidorhombus whiffiagonis,Megrim,"N-O, B",BP,4.3,NE,Y,GI,2,10,1,10.00,1,fibres,"PA, PET, acr",< 1,,,Atlantic North - UK,ATL N,"Murphy et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,G,2,2,0,0.00,,,,,sA,22,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,G,1,6753,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,Soleidae,Buglossidium luteum,Solenette,"N-O, B",BP,3.3,LC,Y,GI,2,50,13,26.00,1.7,fibres,rayon,1-5,J-A,,Atlantic North - English Channel,ATL N,"Lusher et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,,Microchirus variegatus,Thickback sole,"N-O, B",BP,3.3,NE ,Y,GI,2,51,12,23.53,1.6,fibres,rayon,1-5,J-A,,Atlantic North - English Channel,ATL N,"Lusher et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,GI,2,n/a,,yes,,fibres,rayon,<1,larva,,Atlantic North - English Channel,ATL N,"Steer et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,,,Solea solea,Common sole,"N, B",BP,3.2,NE ,Y,GI,3,533,506,94.93,9,fragments,"PE, PP, PA",< 1,,,Mediterranean - Adriatic,MED,"Pellini et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,,,,,,,,,G,2,1,0,0.00,,,,,,,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,GI,2,88,2,2.27,1,fibres,,,,27,Mediterranean - Adriatic & Ionian Sea,MED,"Anastasopoulou et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,,,,,,,,,GI ,3,20,13,65.00,2.9,fibres,,,,27.1,Mediterranean - Adriatic & Ionian Sea,MED,"Anastasopoulou et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Salmoniformes,Salmonidae,Oncorhynchus tshawytscha,Chinook salmon,"N, BP",PP,4.4,NE,Y,GI,3,4,1,25.00,1,,,> 5,,,Pacific North  - East,PAC N,"Rochman et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,,Salmo trutta,Sea trout,"N, P",BP,3.4,LC,Y,GI,3,62,42,67.74,2.9,,PE,,,,Atlantic North - Sweden,ATL N,"Karlsson et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Scorpaeniformes ,Cottidae,Myoxocephalus aenaeus  ,Grubby,"N-O, B",BP,3.7,NE ,N,n/a,,47,2,4.26,,plastic pellets,PS,,larva,0.58,Atlantic North - New England ,ATL N,"Carpenter et al., 1972",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,,Triglops nybelini,Bigeye sculpin,"N-O, B",BP,3.3,NE,N,GI,3,71,24,33.80,1,fibres,"PES, acr, PA",1-5,,8.2,Atlantic North - Greenland,ATL N,"Morgana et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,Hexagrammidae,Ophiodon elongatus,Lingcod,"N-O, D",BP,4.3,NE,Y,GI,3,11,1,9.09,1,film,,> 5,,,Pacific North  - East,PAC N,"Rochman et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,,Liparidae,Liparis liparis,Striped seasnail,"N, B",BP,3.6,LC,Y,GI, ,220,16,7.27,,plastic pellets,PS,1-5,,,Atlantic North - UK,ATL N,"Kartar et al., 1976",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,,Platycephalidae,Platycephalus bassensis,Sand flathead,"N, B",BP,4.3,NE,Y,"G, GI",2,10,0,0.00,,,,,,31,Pacific South - Australia,PAC S,"Cannon et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,,,Platicephalus indicus,Bartail flathead,"N, D",BP,3.6,DD,Y,GI,3,12,,yes,,fibre,,,,19,Indian Ocean - Persian Gulf,IND,"Abbasi et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,,Platycephalus laevigatus,Black flathead,"N, D",BP,3.8,NE,N,"G, GI",2,7,0,0.00,,,,,,34.6,Pacific South - Australia,PAC S,"Cannon et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,Scorpaenidae,Scorpaena elongata,Slender rockfish,"N-O, D",BP,3.9,NE,Y,GI,2,1,0,0.00,,,,,,,Mediterranean - Eastern Ionian Sea,MED,"Anastasopoulou et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,,Scorpaena jacksoniensis,n/a,"N, D",BP,3.9,NE,N,"G, GI",2,19,0,0.00,,,,,,21.7,Pacific South - Australia,PAC S,"Cannon et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,,Scorpaena loppei,Cadenat's rockfish,"N, D",BP,3.5,LC,N,G,1,104,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,,,Scorpaena scrofa,Red scorpionfish,"N-O, D",BP,4.3,LC,Y,G,1,51,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,,Scorpaena sp.,n/a,,BP,,,n/a,GI,3,19,16,84.21,3.4,fragments,PE,< 1,,24,Mediterranean - Mid,MED,"Avio et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,Sebastidae,Helicolenus dactylopterus,Blackbelly rosefish,"N-O, D",BP,3.5,NE,Y,GI ,2,380,0,0.00,,,,,,,Mediterranean - Eastern Ionian Sea,MED,"Anastasopoulou et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,G,2,1,0,0.00,,,,,,,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,,,,,,,,,,G,1,3618,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,,Sebastes caurinus,Copper rockfish,"N, D",BP,4.1,NE,Y,GI,3,1,0,0.00,,,,,,,Pacific North  - East,PAC N,"Rochman et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,,,Sebastes flavidus,Yellowtail rockfish,"N-O, BP",PP,4.2,NE,Y,GI,3,3,1,33.33,1,,,> 5,,,Pacific North  - East,PAC N,"Rochman et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,,Sebastes miniatus,Vermilion rockfish,"N, D",BP,3.9,NE,Y,GI,3,3,0,0.00,,,,,,,Pacific North  - East,PAC N,"Rochman et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,,Sebastes mystinus,Blue rockfish,"N-O, BP",P,2.7,NE,Y,GI,3,10,2,20.00,1,,,> 5,,,Pacific North  - East,PAC N,"Rochman et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,,Sebastiscus marmoratus,False kelpfish,"N, B",BP,3.7,NE,Y,GI,3,18,18,100.00,5.3,"fibres, fragments",,,,,Pacific North - W - China Sea,PAC N,"Jabeen et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,,Trachyscorpia cristulata,Atlantic thornyhead,"N-O, D",BP,3.9,LC,Y,G,1,49,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,Triglidae,Chelidonichthys cuculus,Red gurnard,"N, B",BP,3.8,NE,Y,GI,2,66,34,51.52,1.9,fibres,rayon,1-5,J-A,,Atlantic North - English Channel,ATL N,"Lusher et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,G,1,3503,1,0.03,,,,,,25,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,,,Chelidonichthys kumu,Bluefin gurnard,"N, B",BP,3.7,LC,Y,GI,3,27,1,3.70,2,film,,< 1,A,34TL,Pacific South - Auckland,PAC S,"Markic et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,,Chelidonichthys lucerna,Tub gurnard,"N, B",BP,4,NE,Y,GI ,3,3,2,66.67,1,fragments,PE,< 1,,25.4,Mediterranean - Adriatic,MED,"Avio et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,,,,,,,,,GI,3,24,9,37.50,2,fibres,,< 1,,,Mediterranean - East ,MED,Guven et al 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,,,,,,,,,GI,2,1,0,0.00,,,,,,24,Mediterranean - Adriatic & Ionian Sea,MED,"Anastasopoulou et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,,,,,,,,,,G,1,1019,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,,Chelidonichthys obscurus,Longfin gurnard,"N, B",BP,3.7,LC,Y,G,1,412,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,,,Eutrigla gurnardus,Grey gurnard,"N, B",BP,3.9,NE,Y,GI,3,171,0,0.00,,,,,,18.7,Atlantic North - North Sea,ATL N,"Foekema et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,,,,,,,,,G,1,2853,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,,Prionotus evolans,Striped searobin,"N, B",BP,4.3,LC,Y,n/a,,1,1,100.00,1,plastic pellets,PS,,,32.7,Atlantic North - New England ,ATL N,"Carpenter et al., 1972",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,,Prionotus punctatus,Bluewing searobin,"N, B",BP,3.8,LC,Y,GI,2,1,,no,,,,,,10,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,,Trigla lyra,Piper,"N, B",BP,3.7,NE,Y,G,2,31,6,19.35,1.3,fibres,"PE, PA, Ra, PEs, PMMA ",1-5,,25,Atlantic North - Portugal,ATL N,"Neves et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,,,,,,,,,,G,1,1488,0,0.00,,,,,,,Atlantic North - Spain,ATL N,"Lopez-Lopez et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Siluriformes,Ariidae,Bagre bagre,Coco sea catfish,"N, B",BP,4,LC,Y,GI,2,7,5,71.43,12.80,pellets,,1-5,,,Atlantic North - Brazil,ATL N,"Pegado et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,,,Bagre marinus,Gafftopsail sea catfish,"N, B",BP,3.5,LC,Y,GI,2,4,4,100.00,7.80,pellets,,1-5,,,Atlantic North - Brazil,ATL N,"Pegado et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,,Cathorops agassizii,n/a,"N, B",BP,4.3,NE,N,G,2,60,20,33.33,,monofilament,PA,,J-A,,"Atlantic South - Brazil, Goiana Estuary",ATL S,"Possatto et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,,,,,,,,,,GI,2,1,,no,,,,,,2,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,,Cathorops spixii,Madamango sea catfish,"N, D",BP,3.5,NE,Y,G,2,60,11,18.33,,monofilament,PA,,J-A,,"Atlantic South - Brazil, Goiana Estuary",ATL S,"Possatto et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,,,,,,,,,,GI,2,2,,yes,,,,,,2,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,,Notarius grandicassis,Thomas sea catfish,"N, B",BP,4,LC,Y,GI,2,4,0,0.00,,,,,,,Atlantic North - Brazil,ATL N,"Pegado et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,,Sciades herzbergii,Pemecou sea catfish,"N, D",BP,3.3,NE,Y,G,2,62,11,17.74,,monofilament,PA,,J-A,,"Atlantic South - Brazil, Goiana Estuary",ATL S,"Possatto et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,,,,,,,,,GI,2,57,,yes,,,,,,7,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Stomiiformes,Gonostomatidae,Cyclothone acclinidens,Benttooth bristlemouth,"O, P",P,3.6,NE,N,G,2,4,0,0.00,,,,,A,<20 SL,Pacific North -  Subtropical Gyre,PAC N,"Davison & Asch, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,,Cyclothone atraria,Deep-water bristlemouth,"O, P",P,3.1,NE,N,G,2,3,0,0.00,,,,,A,<20 SL,Pacific North -  Subtropical Gyre,PAC N,"Davison & Asch, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,,Cyclothone pallida,Tan bristlemouth,"O, P",P,3.2,NE,N,G,2,5,0,0.00,,,,,A,<20 SL,Pacific North -  Subtropical Gyre,PAC N,"Davison & Asch, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,,Cyclothone pseudopallida,Slender bristlemouth,"O, P",P,3.1,NE,N,G,2,4,0,0.00,,,,,A,<20 SL,Pacific North -  Subtropical Gyre,PAC N,"Davison & Asch, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,,,Gonostoma denudatum,n/a,"O, P",P,3.3,LC,N,G ,3,5,5,100.00,2.2,fibres,"PE, MethCell",< 1,A,1.8,Atlantic North - crossing W to E,ATL N,"Wieczorek etal., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,,Phosichthyidae,Vinciguerria mabahiss,n/a,"O, P",P,3.1,NE,N,GI ,3,10,0,0.00,,,,,,,Indian Ocean - Red Sea,IND,"Baalkhuyur et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,Sternoptychidae,Argyropelecus ssp.,n/a,,n/a,,,n/a,GI,3,5,0,0.00,,,,,,4.3,Atlantic North - Around UK,ATL N,"Lusher et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,,Argyropelecus affinis,Pacififc hatchet fish,"O, P",P,3.1,NE,N,G,2,1,0,0.00,,,,,A,<20 SL,Pacific North -  Subtropical Gyre,PAC N,"Davison & Asch, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,,Argyropelecus hemigymnus,Half-naked hatchet fish,"O, P",P,3.1,LC,N,G,2,3,0,0.00,,,,,A,<20 SL,Pacific North -  Subtropical Gyre,PAC N,"Davison & Asch, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,,Danaphos oculatus,Bottlelights,"O, P",P,3,NE,Y,G,2,9,0,0.00,,,,,A,<20 SL,Pacific North -  Subtropical Gyre,PAC N,"Davison & Asch, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,,,Maurolicus muelleri,Silvery lightfish,"O, P",P,3,NE,Y,GI,3,282,8,2.84,1.1,fibres,,1-5,,5.4,Atlantic North - Around UK,ATL N,"Lusher et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,,,Maurolicus mucronatus,n/a,"O, P",P,3.1,NE,N,GI,3,10,1,10.00,1,fibres,"PP, PE",1-5,,,Indian Ocean - Red Sea,IND,"Baalkhuyur et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,,Sternoptyx diaphana,Bottlelights,"O, P",P,3.4,NE,N,G,2,4,1,25.00,1,fragments,,1-5,A,<20 SL,Pacific North -  Subtropical Gyre,PAC N,"Davison & Asch, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,,Sternoptyx pseudobscura,Highlight hatchet fish,"O, P",P,3.4,NE,N,G,2,6,1,16.67,1,fragments,,1-5,A,<20 SL,Pacific North -  Subtropical Gyre,PAC N,"Davison & Asch, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,Stomiidae,Astronesthes indopacificus,Indo-Pacific snaggletooth,"O, P",PP,4,LC,N,G,2,7,,yes,1,fragments,,1-5,,,Pacific North -  Subtropical Gyre,PAC N,"Boerger et al., 2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,,Idiacanthus antrostomus,Pacific blackdragon,"O, P",PP,3.8,NE,N,G,2,4,1,25.00,1,fragments,,1-5,A,<20 SL,Pacific North -  Subtropical Gyre,PAC N,"Davison & Asch, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,,Stomias boa  ,Boa dragonfish,"O, P",PP,4,NE,N,GI,3,5,2,40.00,2,fibres,,1-5,,19.3,Atlantic North - Around UK,ATL N,"Lusher et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,,,,"O, P",,,,,G ,3,9,6,66.67,1.3,fibres,"PE, MethCell",< 1,,7,Atlantic North - crossing W to E,ATL N,"Wieczorek etal., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Tetraodontiformes,Diodontidae,Chilomycterus spinosus spinosus,n/a,"N, D",n/a,3.6,LC,n/a,GI,2,1,,no,,,,,,3,Atlantic South - Brasil,ATL S,"Vendel et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,Monacanthidae,Meuschenia scaber,Velvet leatherjacket,"N, BP",G,3.1,NE,Y,GI,3,19,7,36.84,2,fragments,,1-5,A,27TL,Pacific South - Auckland,PAC S,"Markic et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,,,Thamnaconus septentrionalis,n/a,"N, D",O,3.4,NE,Y,GI,3,18,18,100.00,9.2,"fibres, fragments",,,,,Pacific North - W - China Sea,PAC N,"Jabeen et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
